seq_position,value,affinity_label
290,0,NA
291,0,NA
292,0,NA
293,0,NA
294,0,NA
295,0,NA
296,0,NA
297,0,NA
298,0,NA
299,0,NA
300,0,NA
301,0,NA
302,0,NA
303,0,NA
304,0,NA
305,0,NA
306,0,NA
307,0,NA
308,0,NA
309,0,NA
310,0,NA
311,0,NA
312,0,NA
313,0,NA
314,0,NA
315,0,NA
316,0,NA
317,0,NA
318,0,NA
319,0,NA
320,0,NA
321,0,NA
322,0,NA
323,0,NA
324,0,NA
325,0,NA
326,0,NA
327,0,NA
328,0,NA
329,0,NA
330,0,NA
331,0,NA
332,0,NA
333,0,NA
334,0,NA
335,0,NA
336,0,NA
337,0,NA
338,0,NA
339,0,NA
340,0,NA
341,0,NA
342,0,NA
343,0,NA
344,0,NA
345,0,NA
346,0,NA
347,0,NA
348,0,NA
349,0,NA
350,0,NA
351,0,NA
352,0,NA
353,0,NA
354,0,NA
355,0,NA
356,0,NA
357,0,NA
358,0,NA
359,0,NA
360,0,NA
361,0,NA
362,0,NA
363,0,NA
364,0,NA
365,0,NA
366,0,NA
367,0,NA
368,0,NA
369,0,NA
370,0,NA
371,0,NA
372,0,NA
373,0,NA
374,0,NA
375,0,NA
376,0,NA
377,0,NA
378,0,NA
379,0,NA
380,0,NA
381,0,NA
382,0,NA
383,0,NA
384,0,NA
385,0,NA
386,0,NA
387,0,NA
388,0,NA
389,0,NA
390,0,NA
391,0,NA
392,0,NA
393,0,NA
394,0,NA
395,0,NA
396,0,NA
397,0,NA
398,0,NA
399,0,NA
400,0,NA
401,0,NA
402,0,NA
403,0,NA
404,0,NA
405,0,NA
406,0,NA
407,0,NA
408,0,NA
409,0,NA
410,0,NA
411,0,NA
412,0,NA
413,0,NA
414,0,NA
415,0,NA
416,0,NA
417,0,NA
418,0,NA
419,0,NA
420,0,NA
421,0,NA
422,0,NA
423,0,NA
424,0,NA
425,0,NA
426,0,NA
427,0,NA
428,0,NA
429,0,NA
430,0,NA
431,0,NA
432,0,NA
433,0,NA
434,0,NA
435,0,NA
436,0,NA
437,0,NA
438,0,NA
439,0,NA
440,1,+
441,0,NA
442,0,NA
443,0,NA
444,0,NA
445,0,NA
446,0,NA
447,0,NA
448,0,NA
449,0,NA
450,0,NA
451,0,NA
452,0,NA
453,1,+
454,0,NA
455,0,NA
456,1,-
457,1,-
458,0,NA
459,0,NA
460,1,-
461,0,NA
462,0,NA
463,0,NA
464,0,NA
465,0,NA
466,0,NA
467,0,NA
468,0,NA
469,0,NA
470,0,NA
471,1,+
472,0,NA
473,0,NA
474,0,NA
475,1,-
476,1,-
477,0,NA
478,0,NA
479,0,NA
480,0,NA
481,0,NA
482,0,NA
483,0,NA
484,0,NA
485,1,+
486,0,NA
487,1,-
488,0,NA
489,0,NA
490,0,NA
491,1,-
492,0,NA
493,0,NA
494,1,-
495,0,NA
496,0,NA
497,0,NA
498,0,NA
499,1,+
500,1,-
501,0,NA
502,1,+
503,0,NA
504,0,NA
505,0,NA
506,0,NA
507,0,NA
508,0,NA
509,0,NA
510,0,NA
511,0,NA
512,0,NA
513,0,NA
514,0,NA
515,0,NA
516,0,NA
517,0,NA
518,0,NA
519,0,NA
520,0,NA
521,0,NA
522,0,NA
523,0,NA
524,0,NA
525,0,NA
526,0,NA
527,0,NA
528,0,NA
529,0,NA
530,0,NA
531,0,NA
532,0,NA
533,0,NA
534,0,NA
535,0,NA
536,0,NA
537,0,NA
538,0,NA
539,0,NA
540,0,NA
541,0,NA
542,0,NA
543,0,NA
544,0,NA
545,0,NA
546,0,NA
547,0,NA
548,0,NA
549,0,NA
550,0,NA
551,0,NA
552,0,NA
553,0,NA
554,0,NA
555,0,NA
556,0,NA
557,0,NA
558,0,NA
559,0,NA
560,0,NA
561,0,NA
562,0,NA
563,0,NA
564,0,NA
565,0,NA
566,0,NA
567,0,NA
568,0,NA
569,0,NA
570,0,NA
571,0,NA
572,0,NA
573,0,NA
574,0,NA
575,0,NA
576,0,NA
577,0,NA
578,0,NA
579,0,NA
580,0,NA
581,0,NA
582,0,NA
583,0,NA
584,0,NA
585,0,NA
586,0,NA
587,0,NA
588,0,NA
589,0,NA
590,0,NA
591,0,NA
592,0,NA
593,0,NA
594,0,NA
595,0,NA
596,0,NA
597,0,NA
598,0,NA
599,0,NA
600,0,NA
601,0,NA
602,0,NA
603,0,NA
604,0,NA
605,0,NA
606,0,NA
607,0,NA
608,0,NA
609,0,NA
610,0,NA
611,0,NA
612,0,NA
613,0,NA
614,0,NA
615,0,NA
616,0,NA
617,0,NA
618,0,NA
619,0,NA
620,0,NA
621,0,NA
622,0,NA
623,0,NA
624,0,NA
625,0,NA
626,0,NA
627,0,NA
628,0,NA
629,0,NA
630,0,NA
631,0,NA
632,0,NA
633,0,NA
634,0,NA
635,0,NA
636,0,NA
637,0,NA
638,0,NA
639,0,NA
640,0,NA
641,0,NA
642,0,NA
643,0,NA
644,0,NA
645,0,NA
646,0,NA
647,0,NA
648,0,NA
649,0,NA
650,0,NA
651,0,NA
652,0,NA
653,0,NA
654,0,NA
655,0,NA
656,0,NA
657,0,NA
658,0,NA
659,0,NA
660,0,NA
661,0,NA
662,0,NA
663,0,NA
664,0,NA
665,0,NA
666,0,NA
667,0,NA
668,0,NA
669,0,NA
670,0,NA
671,0,NA
672,0,NA
673,0,NA
674,0,NA
675,0,NA
676,0,NA
677,0,NA
678,0,NA
679,0,NA
680,0,NA
681,0,NA
682,0,NA
683,0,NA
684,0,NA
685,0,NA
686,0,NA
687,0,NA
688,0,NA
689,0,NA
690,0,NA
691,0,NA
692,0,NA
693,0,NA
694,0,NA
695,0,NA
696,0,NA
697,0,NA
698,0,NA
699,0,NA
700,0,NA
701,0,NA
702,0,NA
703,0,NA
704,0,NA
705,0,NA
706,0,NA
707,0,NA
708,0,NA
709,0,NA
710,0,NA
711,0,NA
712,0,NA
713,0,NA
714,0,NA
715,0,NA
716,0,NA
717,0,NA
718,0,NA
719,0,NA
720,0,NA
721,0,NA
722,0,NA
723,0,NA
724,0,NA
725,0,NA
726,0,NA
727,0,NA
728,0,NA
729,0,NA
730,0,NA
731,0,NA
732,0,NA
733,0,NA
734,0,NA
735,0,NA
736,0,NA
737,0,NA
738,0,NA
739,0,NA
740,0,NA
741,0,NA
742,0,NA
743,0,NA
744,0,NA
745,0,NA
746,0,NA
747,0,NA
748,0,NA
749,0,NA
750,0,NA
751,0,NA
752,0,NA
753,0,NA
754,0,NA
755,0,NA
756,0,NA
757,0,NA
758,0,NA
759,0,NA
760,0,NA
761,0,NA
762,0,NA
763,0,NA
764,0,NA
765,0,NA
766,0,NA
767,0,NA
768,0,NA
769,0,NA
770,0,NA
771,0,NA
772,0,NA
773,0,NA
774,0,NA
775,0,NA
776,0,NA
777,0,NA
778,0,NA
779,0,NA
780,0,NA
781,0,NA
782,0,NA
783,0,NA
784,0,NA
785,0,NA
786,0,NA
787,0,NA
788,0,NA
789,0,NA
790,0,NA
791,0,NA
792,0,NA
793,0,NA
794,0,NA
795,0,NA
796,0,NA
797,0,NA
798,0,NA
799,0,NA
800,0,NA
801,0,NA
802,0,NA
803,0,NA
804,0,NA
805,0,NA
806,0,NA
807,0,NA
808,0,NA
809,0,NA
810,0,NA
811,0,NA
812,0,NA
813,0,NA
814,0,NA
815,0,NA
816,0,NA
817,0,NA
818,0,NA
819,0,NA
820,0,NA
821,0,NA
822,0,NA
823,0,NA
824,0,NA
825,0,NA
826,0,NA
827,0,NA
828,0,NA
829,0,NA
830,0,NA
831,0,NA
832,0,NA
833,0,NA
834,0,NA
835,0,NA
836,0,NA
837,0,NA
838,0,NA
839,0,NA
840,0,NA
841,0,NA
842,0,NA
843,0,NA
844,0,NA
845,0,NA
846,0,NA
847,0,NA
848,0,NA
849,0,NA
850,0,NA
851,0,NA
852,0,NA
853,0,NA
854,0,NA
855,0,NA
856,0,NA
857,0,NA
858,0,NA
859,0,NA
860,0,NA
861,0,NA
862,0,NA
863,0,NA
864,0,NA
865,0,NA
866,0,NA
867,0,NA
868,0,NA
869,0,NA
870,0,NA
871,0,NA
872,0,NA
873,0,NA
874,0,NA
875,0,NA
876,0,NA
877,0,NA
878,0,NA
879,0,NA
880,0,NA
881,0,NA
882,0,NA
883,0,NA
884,0,NA
885,0,NA
886,0,NA
887,0,NA
888,0,NA
889,0,NA
890,0,NA
891,0,NA
892,0,NA
893,0,NA
894,0,NA
895,0,NA
896,0,NA
897,0,NA
898,0,NA
899,0,NA
900,0,NA
901,0,NA
902,0,NA
903,0,NA
904,0,NA
905,0,NA
906,0,NA
907,0,NA
908,0,NA
909,0,NA
910,0,NA
911,0,NA
912,0,NA
913,0,NA
914,0,NA
915,0,NA
916,0,NA
917,0,NA
918,0,NA
919,0,NA
920,0,NA
921,0,NA
922,0,NA
923,0,NA
924,0,NA
925,0,NA
926,0,NA
927,0,NA
928,0,NA
929,0,NA
930,0,NA
931,0,NA
932,0,NA
933,0,NA
934,0,NA
935,0,NA
936,0,NA
937,0,NA
938,0,NA
939,0,NA
940,0,NA
941,0,NA
942,0,NA
943,0,NA
944,0,NA
945,0,NA
946,0,NA
947,0,NA
948,0,NA
949,0,NA
950,0,NA
951,0,NA
952,0,NA
953,0,NA
954,0,NA
955,0,NA
956,0,NA
957,0,NA
958,0,NA
959,0,NA
960,0,NA
961,0,NA
962,0,NA
963,0,NA
964,0,NA
965,0,NA
966,0,NA
967,0,NA
968,0,NA
969,0,NA
970,0,NA
971,0,NA
972,0,NA
973,0,NA
974,0,NA
975,0,NA
976,0,NA
977,0,NA
978,0,NA
979,0,NA
980,0,NA
981,0,NA
982,0,NA
983,0,NA
984,0,NA
985,0,NA
986,0,NA
987,0,NA
988,0,NA
989,0,NA
990,0,NA
991,0,NA
992,0,NA
993,0,NA
994,0,NA
995,0,NA
996,0,NA
997,0,NA
998,0,NA
999,0,NA
1000,0,NA
1001,0,NA
1002,0,NA
1003,0,NA
1004,0,NA
1005,0,NA
1006,0,NA
1007,0,NA
1008,0,NA
1009,0,NA
1010,0,NA
1011,0,NA
1012,0,NA
1013,0,NA
1014,0,NA
1015,0,NA
1016,0,NA
1017,0,NA
1018,0,NA
1019,0,NA
1020,0,NA
1021,0,NA
1022,0,NA
1023,0,NA
1024,0,NA
1025,0,NA
1026,0,NA
1027,0,NA
1028,0,NA
1029,0,NA
1030,0,NA
1031,0,NA
1032,0,NA
1033,0,NA
1034,0,NA
1035,0,NA
1036,0,NA
1037,0,NA
1038,0,NA
1039,0,NA
1040,0,NA
1041,0,NA
1042,0,NA
1043,0,NA
1044,0,NA
1045,0,NA
1046,0,NA
1047,0,NA
1048,0,NA
1049,0,NA
1050,0,NA
1051,0,NA
1052,0,NA
1053,0,NA
1054,0,NA
1055,0,NA
1056,0,NA
1057,0,NA
1058,0,NA
1059,0,NA
1060,0,NA
1061,0,NA
1062,0,NA
1063,0,NA
1064,0,NA
1065,0,NA
1066,0,NA
1067,0,NA
1068,0,NA
1069,0,NA
1070,0,NA
1071,0,NA
1072,0,NA
1073,0,NA
1074,0,NA
1075,0,NA
1076,0,NA
1077,0,NA
1078,0,NA
1079,0,NA
1080,0,NA
1081,0,NA
1082,0,NA
1083,0,NA
1084,0,NA
1085,0,NA
1086,0,NA
1087,0,NA
1088,0,NA
1089,0,NA
1090,0,NA
1091,0,NA
1092,0,NA
1093,0,NA
1094,0,NA
1095,0,NA
1096,0,NA
1097,0,NA
1098,0,NA
1099,0,NA
1100,0,NA
1101,0,NA
1102,0,NA
1103,0,NA
1104,0,NA
1105,0,NA
1106,0,NA
1107,0,NA
1108,0,NA
1109,0,NA
1110,0,NA
1111,0,NA
1112,0,NA
1113,0,NA
1114,0,NA
1115,0,NA
1116,0,NA
1117,0,NA
1118,0,NA
1119,0,NA
1120,0,NA
1121,0,NA
1122,0,NA
1123,0,NA
1124,0,NA
1125,0,NA
1126,0,NA
1127,0,NA
1128,0,NA
1129,0,NA
1130,0,NA
1131,0,NA
1132,0,NA
1133,0,NA
1134,0,NA
1135,0,NA
1136,0,NA
1137,0,NA
1138,0,NA
1139,0,NA
1140,0,NA
1141,0,NA
1142,0,NA
1143,0,NA
1144,0,NA
1145,0,NA
1146,0,NA
1147,0,NA
1148,0,NA
1149,0,NA
1150,0,NA
1151,0,NA
1152,0,NA
1153,0,NA
1154,0,NA
1155,0,NA
1156,0,NA
1157,0,NA
1158,0,NA
1159,0,NA
1160,0,NA
1161,0,NA
1162,0,NA
1163,0,NA
1164,0,NA
1165,0,NA
1166,0,NA
1167,0,NA
1168,0,NA
1169,0,NA
1170,0,NA
1171,0,NA
1172,0,NA
1173,0,NA
1174,0,NA
1175,0,NA
1176,0,NA
1177,0,NA
1178,0,NA
1179,0,NA
1180,0,NA
1181,0,NA
1182,0,NA
1183,0,NA
1184,0,NA
1185,0,NA
1186,0,NA
1187,0,NA
1188,0,NA
1189,0,NA
1190,0,NA
1191,0,NA
1192,0,NA
1193,0,NA
1194,0,NA
1195,0,NA
1196,0,NA
1197,0,NA
1198,0,NA
1199,0,NA
1200,0,NA
1201,0,NA
1202,0,NA
1203,0,NA
1204,0,NA
1205,0,NA
1206,0,NA
1207,0,NA
1208,0,NA
1209,0,NA
1210,0,NA
1211,0,NA
1212,0,NA
1213,0,NA
1214,0,NA
1215,0,NA
1216,0,NA
1217,0,NA
1218,0,NA
1219,0,NA
1220,0,NA
1221,0,NA
1222,0,NA
1223,0,NA
1224,0,NA
1225,0,NA
1226,0,NA
1227,0,NA
1228,0,NA
1229,0,NA
1230,0,NA
1231,0,NA
1232,0,NA
1233,0,NA
1234,0,NA
1235,0,NA
1236,0,NA
1237,0,NA
1238,0,NA
1239,0,NA
1240,0,NA
1241,0,NA
1242,0,NA
1243,0,NA
1244,0,NA
1245,0,NA
1246,0,NA
1247,0,NA
1248,0,NA
1249,0,NA
1250,0,NA
1251,0,NA
1252,0,NA
1253,0,NA
1254,0,NA
1255,0,NA
1256,0,NA
1257,0,NA
1258,0,NA
1259,0,NA
1260,0,NA
1261,0,NA
1262,0,NA
1263,0,NA
1264,0,NA
1265,0,NA
1266,0,NA
1267,0,NA
1268,0,NA
1269,0,NA
1270,0,NA
1271,0,NA
1272,0,NA
1273,0,NA
1274,0,NA
